sentiment,text
1,i love everything you can do on it.
1,great kindle fire.
1,like the size.
1,i would give it  star rating.
1,the best .
1,it is great tablet.
1,a good value.
1,great ipad for beginner such as am.
1,awesome tablet for small fee.
1,excellent tablet for the price.
1,great basic kindle.
1,great fire tablet.
1,great bargain tablet.
1,frustrating compared to an android.
1,outstanding replacement for my year old kindle.
1,my amazon fire rocks.
1,good ipad alternative.
1,great for reading playing games and more.
1,better than the kindle hd .
1,great value tablet.
1,nice combination of reader and tablet.
0,ok for young person.
1,love kindle fire.
1,amazing tablet at great price.
1,great for anyone.
1,great tablet for the price.
1,my favorite kindle.
1,we purchased for our  year old who loves tablets.
1,good for kids.
1,love of games.
1,great for basics.
1,great alternative to college textbooks.
1,i like the kindle fire very much.
1,great tablet unbelievable price.
1,solid tablet with potential.
1,great tablet at great price.
1,like the size and lite weight.
1,good reader with internet benefits.
1,great tablet for browsing.
1,i would buy again.
1,great to travel with.
1,great first tablet.
1,i love it.
1,good for its range.
1,great tablet for general use.
1,bang for the buck . . .
1,a lot of bang for the buck.
1,great replacement for my kindle fire hd .
1,needs manual for basic functions.
1,replace tablet.
1,great for hearing impaired in downloading videos.
1,new fire hd.
1,great product for beginners.
1,fire hd tablets.
1,great product and service.
1,has everything you need.
1,needed the bigger tablet.
1,great for the price.
1,love the kindle fire hd.
1,even better than before.
1,great kindle fire.
1,ca not beat it.
1,really great for the price.
1,best tablet backed by amazon.
1,like product need some help wquestions.
1,great  tablet.
1,excellent tablet for entertaiment.
1,best buy for the kids ever.
1,love my kindle.
1,great for basic to moderate use.
0,more ideal for child or teen.
1,great for ebooks for school.
0,good tablet bad wifi connection.
1,amazon fire tablet.
1,great for my needs.mainly reading and games.
1,wife loves it.
1,easy to use and set up.
1,amazon fire hd.
1,i love it.
1,love my new kindle.
1,works great for what need.
1,terrific tablet for its size.
1,love it. buy it. you need it.
1,very good tablet for the money.
1,got the tablet for my grandson.
1,product works real well.
1,works very well.
1,outstanding replacement for original kindle fire.
1,great for kids.
1,perfect size for my nephew.
0,great product and cost.
1,great for the price.
1,great for my mother in law.
1,great tablet . gb of ram fast.
1,alexa is great.
1,good basic tablet and excellent price.
0,not what she wanted.
1,great tablet for the price.
1,fabulous easy tablet.
1,omg love this fire.
1,nice reasonably priced tablet.
1,great item great price.
1,i love this tablet.
1,fire  hd.
1,easy to set up and use.
1,very nice tablet for the money.
1,great tablet very durable.
1,good beginner is tablet.
1,awesome little tablet.
1,excellent reading tablet.
1,snappy value tablet.
1,brings hours of enjoyment.
1,great tablet for the price. love it.
1,great for the price.
1,love it great value.
1,absolute love it.
1,very cool for teen.
1,nice product love the screen size.
1,easy to use.
0,not an ipad by any means.
1,great device for viewing video and books.
1,love the size of the screen.
1,good for price.
1,great for the price.
1,excellent product at very reasonable price.
1,love my fire.
0,not like the older model.
1,kindle fire hd.
1,very good tablet and best price.
1,love my fire  tablet.
1,this is great tablet.
1,nice little tablet for the price.
1,works good. easy setup.
1,my daughter loves it.
1,easy to watch movies play games and read books.
1,love it just like my other one just better.
1,better than expected.
1,does all that need.
1,easy to use with good clear screen display.
1,great tablet for my kids.
1,great tablet for novice.
1,very good quality for the .
0,not worth it.
1,good tablet for what it does.
1,excellent for price.
1,awesome fire tablet.
1,it was good buy.
1,a solid basic tablet.
1,great for price.
1,cant find any faults here.
1,exceeds my expectations.
1,kindle to fire.
1,easy and convenient.
1,great picture quality.
1,great kindle for reading.
1,good for price.
1,great product for the .
1,an improvement from my original kindle.
0,returned it. slow.
1,great tablet easy to use.
1,easy to use.
1,great tablet for wife.
1,it works and charge well.
1,great tablet for the price.
1,the kindle fits me to t.
1,gets the work done.
1,great tablet for anyone.
1,love it for the price.
1,nice tablet for the price.
1,easy to use.
1,my kindle fire .
1,love best buy.
1,for the little ones.
1,fire hd tablet.
1,great bang for the buck.
1,have nook this is better has more apps and go.
1,value for money.
1,best one to date.
1,like laptop only smaller.
1,nice for grandparent.
1,awesome camera and excellent service.
1,great tablet for amazon prime members.
1,great tablet for anyone.
1,great deal thanks.
1,recommended by friend.
1,kindle fire rocks.
1,a quality product.
1,bought for friend he loves it.
1,great for beginner.
1,good tablet at great price.
1,great amazon tablet.
1,great tablet for beginner.
1,kindle with lot of advertising.
1,love my tablet.
1,my wife loves this.
1,great birthday gift.
1,great for every day use.
1,decent for the price.
1,i love my kindles.
1,great little tablet.
1,gift for wife is mother.
0,too many ads.
1,everything you expect.
0,tablet nice not so nice battery though.
1,overall great prodcut.
1,great tablet enjoy using.
1,great beginners tablet.
1,best gift we bought this year.
1,amazon hd .
1,great budget tablet.
1,it is fast and perfect.
1,capable tablet at bargain price.
1,amazon fire hd.
1,like the product.
1,good tablet for the price.
1,nice improvements over the previous generations.
1,good for the money.
1,perfect for emails.
1,best portable netflix device ever.
1,so convenient and easy to use.
1,great bargain tablet.
1,so far love it.
1,kindle fire hd.
1,great tablet for gift.
0,not charging well.
1,love using kindle fire.
1,picked one up for fun.
1,fire hd .
1,love this tablet.
0,unable to use it.
1,nice tablet for books and videos.
1,good for kids.
1,excellent tablet for games reading email photos.
1,excellent tablet for the price.
1,great easy to use tablet.
1,kindle fire exceeds expectations.
1,easy to use.
1,enter than thought.
1,great tablet for the price.
1,good lightweight tablet.
1,great intro tablet.
0,the first fire hd we purchased died.
1,easy to operate and read.
1,okay but not the best.
1,perfect for what wanted it for.
1,very easy to use.
1,fire hd tablet.
1,was gift.
1,noticeable improvement over the fire  inch.
1,great tablet for the price.
1,adequate  tablet.
1,better than before.
1,details are accurate.
1,awesome price for great item.
1,awesome if you have amazon prime.
1,very useful in reading and in using the internet.
1,not for computer beginner.
1,perfect step up from kindle.
1,one of the best fire tablets have purchased so far.
1,i love my new tablet .
1,upgrade from fire hd.
1,great for kids.
1,good cheap tablet.
1,perfect size for daily use good battery life.
1,my little one love this tablet.
1,good low budget.
1,decent tablet  for the price.
1,kindle fire hd .
1,so far so good.
1,good upgrade from my old kindle.
1,easy to use minimal setup needed.
1,everything we needed.
1,easy to use.
1,i love my new kindle. it is better than thought.
1,pretty nice. light weight.
1,good replacement for ipad.
1,worth every dime.
1,great tablet to replace my nook.
1,great for price.
1,beginner to tablets.
1,easy to use  great for streaming.
1,easy to use.
1,good device for beginners.
1,nice and fast budget tablet.
1,what can say.
1,great value after additions.
1,awesomevalue for money.
1,great tablet for the .
0,easy to watch videos.
1,easy to use economical.
0,stopped working after  weeks.
1,perfect for first time user.
1,really love my new kindle.
1,great christmas gift.
1,so many nice features.
1,best tablet for price.
1,love the fire.
1,best deal on reader tablet.
1,awesome tablet only one flaw.
1,another great tablet.
1,for wife  likes it.
1,great gift for readers.
1,great for parents.
1,good for the price.
1,wonderful starter for child.
1,wonderful buy for the money spent.
1,great tablet for entertainment.
1,my second one.
1,love this tablet.
1,good for price.
1,just as expected.
1,fun adult toy.
1,great for beginner.
1,works great but.
1,you get the entire world for less than .
1,purchased for mother as present.
1,very user friendly.
1,great tablet for the price.
1,clear  crisp.
1,great for beginner.
1,great for movies and tv shows.
1,great hd clarity faster browsing.
1,great tablet for speed.
1,this fire works great for the person gave it to.
1,good for what use it for.
1,very useful for the low cost.
1,amazon is amazing.
1,great basic tablet.
1,great for web surfing and email.
1,does the job.
1,new and improved kindle.
1,amazon  fire hd    tablet  gb.
1,second kindle for my son.
1,love the amazon fire.
1,the amazon fire is the perfect size.
1,excellent tablet for the low price.
1,this product is on fire.
1,works for my applications.
1,nice tablet for price.
1,perfect for my kids.
1,great as gift they love it better than paper bac.
1,excellent for the price paid.
1,great for my grandsons.
1,amazon is the best.
1,awesome product amazing price.
1,very good tablet.
1,good price for the tablet.
1,good buy at bestbuy.
1,better than the kindle fire .
1,great tablet for the .
1,great features and affordable.
1,great for reading.
1,i love it.
1,replacing older  amazon fire.
1,excellent inexpensive tablet.
1,replacement for nonworking old kindle.
1,great for trips.
1,easy to use little heavy to hold.
1,great for on the go.
1,great for my dad.
1,love it great purchase.
1,great for kids.
1,great overall tablet for multiple uses.
1,great for young readers.
1,my wife loves it.
1,more capabilities than was expecting.
1,most for the money.
1,easy to use.
1,perfect for kids.
1,gift for  year old.
1,awesome affordable tablet. great for kids.
1,reasonable price for beginner.
1,great tablet for reading books.
1,nice size  very readable.
1,my fiancee enjoyed her new toy.
1,works just fine. faster than the old one.
1,great tablet so far.
1,best tablet for its price.
1,love the features but.
1,great product love it perfect for book lovers.
1,great for learning to use computer.
1,great tablet and price.
1,perfect tablet that does not break the bank.
1,good tablet for browsing streaming reading.
1,fire hd tablet.
1,good graphics and very easy to use.
1,works good with alexia.
1,great for reading.
1,impressive for kids.
1,amazon  fire hd    tablet  gb  wifi.
1,great for book lovers.
1,great working tablet for the price.
1,great for kids.
1,great tablet for my child.
1,great. simple easy to use.
1,good for beginners.
1,great buy for the price.
1,good for the mind.
1,perfect for my son.
1,i love my kindle.
1,absolutely great start up tablet.
1,great inexpensive tablet.
1,great tablet for my grandson.
0,not ad happy with this one by far.
1,great inexpensive tablet.
1,best bang for the buck .
1,excellent tablet for my kids.
1,present for grandpa.
1,love for reader.
1,nice tablet for my son.
1,great for tablet readers.
1,great on the go devise.
1,good affordable tablet.
1,nice tablet for everydayuse.
1,awesome tablet for me.
1,super user friendly.
1,overall nice display email setup not so friendly.
1,great size clear picture.
1,best tablet ever.
1,easy to use especially if you are prime member.
1,really good picture.
1,bought as replacement.
1,great low cost tablet.
1,exchanged for the .
1,great tablet for the price.
1,excellent tablet for the price.
1,best tablet for under .
1,great low cost tablet for movies.
1,got this for my son for christmas. he loves it.
1,great mini tablet.
1,good android tablet.
1,easy to use.
1,great for what need it for.
1,great amazon tablet works for me .
1,great tablet for price.
1,great tablet for the price.
1,great tablet for kids.
1,adequate entry level tablet.
1,great for my son.
1,a perfect gift for grandkids.
1,simple to use and reliable so far.
1,good for the price.
1,great for anyone.
1,great tablet for the price.
1,good tablet for children.
1,great door prize.
1,perfect tablet for beginner.
1,outstanding quality great value.
1,nice small tablet.
0,color difference is huge. bad customer service.
1,great amazon tablet.
1,nice travel companion.
1,great value for the money. fast processor as well.
1,for toddler.
1,great idea for gift.
1,hard to beat for the price.
1,best product for this price range.
0,not as good as thought it would be.
1,my wife loves it.
1,light and compact.
1,great improvement over earlier kindle fire.
1,amazon fire hd.
1,great for consuming content.
1,should have operating instructions included.
1,very easy tablet to use.
1,nice tablet for the money.
1,great for the price.
1,easy to use.
1,found what needed.
1,what deal.
1,it is great tablet for my    year old grand.
1,great tablet for kids.
1,this is amazing love it.
1,for the money it can not be beat as tablet.
1,great small tablet.
1,easy play apps.
1,great device for what it is.
0,just the right price.
1,great tablet for the price.
1,super tablet for the price.
1,love this pad.
1,a great buy.
1,good parental controls for  year old.
1,great product and great price.
1,christmas gift for wife.
1,great buy for the price.
1,great distraction for younger children.
1,nice tablet simple to use.
1,give for my granddaughter and she seems happy.
0,hard to set up.
1,is great gift for the kids.
1,love the amazon  hd.
1,a gift for very appreciative grandson.
1,nice tablet little slow.
1,perfect for reading.
1,great for the money.
1,nicely priced beginner tablet.
1,bought for  year old.
1,kindle fire hd just ok.
1,great for kids.
1,so far so good.
1,love the apps.
1,great buy for my grandson.
1,exactly what we wanted.
0, fire gb tablet.
0,poor quality tablet.
1,great tablet for reading.
1,a nice upgrade.
1,wife love it.
1,even my  year old mom can use it.
1,value for money.
1,great for small tablet.
1,im new at this.
1,great for kids.
1,great for travel.
1,had one already like it.
1,still having problems with my camera figuring it o.
1,saves on our phone data usage.
1,my wife and really enjoy our kindle fire hd.
1,great general tablet choice.
1,well worth it.
1,great device for the price.
1,great kindle for any user.
1,it was good.
1,just ok for the price.
0,still prefer ipad or android tablet.
1,good tablet for the price.
1,my kids love it. they get to watch tv on it.
1,fire hd .
1,it is nice and whatever.
1,best tablet for reading.
1,great tablet for kids.
1,not fancy but it will get the job done.
1,like our kindle fire.
1,i like it.
1,perfect for my kids.
1,the perfect reader.
1,gets the job done.
1,love the tablet.
1,great price great item.
1,good for the price.
1,i am very happy with my kindle hd.
1,great for tablet for kids.
1,great tablet very nice quality.
1,far exceeded my expectations.
1,great compact tablet.
1,great for watching movies.
1,fire  hd.
1,great kindle fire.
1,size and price good.
1,great for entertainment.
1,well worth the money.
1,great for reading books.
1,grandson loved it.
1,super nice tablet.
1,excellent tablet for gift.
1,came mostly set up. easy to use.
1,great tablet for easy use.
1,great for kids.
1,easy to use.
1,always good purchase.
1,wife bought for me.
1,love my fire.
1,nice. hoping it keeps charge.
1,great tablet for small price.
1,decent beginner tablet.
1,great price and specs.
1,i am impressed with the kindle fire hd.
1,great kindle for novices.
1,good for the grandkids.
1,perfect for my dad.
1,perfect tablet for books.
1,loved my  kindle love this one too.
1,excellent tablet for the family.
1,perfect lightweight tablet.
1,works very well. much better than the old fire.
1,kid loved it.
1,great tablet for all.
1,great tablet for the price.
1,amazon fire tablet.
1,makes great gift.
1,great tablet for my  year old.
1,very nice east for child.
0,app options pathetic.
1,nice tablet for the price.
1,good tablet for kids.
1,great for any age love it.
1,kindle   gb.
1,an excellent ereader.
1,great gift idea.
1,a great tablet for the price.
1,great tablet for price.
1,great for readers.
1,nice fire readers..
1,gifted this tablet to my dad.
1,great value for price.
1,great low cost tablet.
1,love my kindle.
1,great bang for your buck.
1,great for the price.
1,great product but not great camera.
1,excellent tablet at great price.
1,my wife loves her fire hd.
1,great tablet for an amazing price.
1,great tablet for kids.
1,amazon fire does what need it for  great for me.
1,great for kids.
1,ca not go wrong.
1,great budget tablet.
1,perfect step up.
1,wonderful thus far.
1,good but could be better.
1,bought for gift.
1,nice tablet fantastic value.
1,great tablet for the grandkids.
1,for the price.and alexa.
1,good budget tablet.
1,good buy for child or novice user.
1,a good buy.
1,good tablet good value.
1,an easy  convenient device.
1,great tablet at great price.
1,i like my kindle fire.
1,like it lot.
1,replacement for nabi.
1,love this tablet.
1,just fun for everyone.
1,love the camera.
1,great tablet for anyone.
1,great tablet for the price.
1,great christmas gift.
1,good tablet for the price.
1,a big step up from fire hd.
1,great ereader and basic color tablet.
1,great for kids or adults.
1,good tablet for under .
1,got as gift.
0,nice screen resolution.
1,good for price.
1,worth it .
1,amazon fire hd.
1,equal to the other tablet ipad.
1,just what she wanted.
1,great reader for the money.
1,easy to use.
1,great tab for kids and myself.
1,great buy and easy to use.
1,makes great christmas present.
1,nice and cheap.
1,works pretty good for great price.
1,great toy for kids.
1,battery life is awesome.
0,not bad just not my flavor of android.
1,it is all most people need.
1,kindle fire hd.
1,great tablet much improved over earlier models.
1,amazon fire hd.
1,great tablet easy to use.
1,so far so good.
1,kindle fire review.
1,great tablet for the the price.
1,great tablet for the price.
1,great battery life.
1,great gadget for kids.
1,great tablet for the money.
1,great. easy to set up and use.
1,love it my nd one.
1,wife loves it.
1,low budget tab.
1,convenient to carry around.
1,i love it.
1,great tablet reader combo.
1,good ipad alternative.
1,i think better than kindle paperweight.
1,a great buy.
1,perfect size tablet and easy to set up.
1,simple tablet great features.
1,nice set of headphones.
1,great ereader .
1,great budget tabley.
1,great for the price.
1,kindle on fire.
1,kindle fire hd .
1,good back up tablet.
1,great for beginner.
1,great tablet for kids.
1,perfect for reading books.
1,extremely good value .
1,excellent for children.
1,just right for me.
1,great stocking stuffer.
1,my rd tablet.
1,best companion for amazon users.
1,christmas gift for hubby.
1,love reading wanted smaller tablet for reading.
1,good alexa device.
1,worlks as advertised.
1,nice  tablet.
1,great tablet for the price.
1,works great for classes.
1,very user friendly for beginner.
1,fun to play with.
1,purchased as gift.
1,great tablet for the price.
1,nice and lightweight.
1,it was present.
1,great speed more viewing area.
1,great tablet for anyone.
1,best gift for beginers.
1,love my kindle.
1,more than worth the .
1,awesome tablet for my nephew.
1,i have new kindle hd.
1,they are christmas presents.
1,i am kindle lover.
1,no complaints here.
1,very good tablet.
1,great tablet for the price.
1,very happy with my purchase.
1,exactly what was looking for.
1,well worth the price.
1,my yearold loves it.
1,love the kindle fire.
1,great budget tablet.
1,great alternative to expensive tablets.
1,excellent low price tablet.
1,excellent budget tablet.
1,great tablet for the money.
1,great simple and resonably priced tablet.
1,can download audio books.
1,bought as gift.
1,okay for small tablet.
1,great tablet at good price.
1,great tablet for normal use.
1,an excellant product.
1,great tablet for the price.
1,nice tablet for amazon users.
1,best purchase ever.
1,kindle fire .
1,great for school.
1,bought this for wife. she loves it.
1,fantastic tablet for the price.
1,gift for relative.
1,good tablet great battery life.
1,this is my th one. love them.
1,great tablet for the kids.
1,step up from fire.
1,good option among value tablets.
1,great reading device.
0,need more apps.
1,great alternative to ipad mini.
1,hi def is great and speed better than the past.
1,great gift for my grandson.
1,great tablet for my  year old.
1,replacing the original kindle ereader.
1,great device for my sons games.
1,nice and fast.
1,great for young teens  adults.
1,excellent tablet and battery life.
1,was misled on price match. item is okay.
1,price is right.
1,great tablet with caveats.
1,great for first time tablet owners.
1,great little device.
1,very good for reading email internet.
1,great for an ereader.
0,not very good camera .
1,good family tablet.
1,love my kindle.
1,very happy with tablet.
1,great to use on go.
1,good value for the price.
1,great tablet for minimal use.
1,great price and love it.
0,not so much.
1,great tablet great price.
1,purchased as gift.
1,love amazon fire hd th generation.
1,fast but screen not as big as ipad mini.
1,great for reading.
1,still figuring it out.
1,the kindle fire  is awesome.
1,best quality tablet.
1,one of the best.
1,fun for kids.
1,great for kids.
1,great for reading watching movies and internet.
1,quick delivery great price.
1,great for kids.
1,cheap tablet and great.
1,fire  talbet.
1,great basic tablet best with prime subscription.
1,great tablet only problem.
1,fire hd  tablet.
1,this is the third kindle have purchased.
1,best at it price.
1,ok for the price.
1,lightweight and sleek.
0,it is pretty average for what you are paying.
1,good for price.
1,does everything need.
1,great tablet great price.
1,i love it.
1,bought two of these.
1,great quality for price.
1,wife loves it.
1,i love this product.
1,best bang for your buck.
1,wonderful tablet for anyone.
1,great tablet for the price.
1,very pleased with the kindle.
1,love my fire.
1,great tablet for browsing the internet.
1,great tablet for kids.
1,good for reading and audio books.
1,great for kids.
1,great product for the money.
1,great tablet for the money.
1,excellent price point.
0,nice basic tablet.
1,it is an ok tablet but very limited in apps.
1,excellent tablet for moderate use at great price.
1,bought for kindle reading and amazon prime.
1,no flashy does it is job.
1,great tablet for the price.
1,gift for mother in law.
1,nice lower priced tablet.
1,the best tablet.
1,great tablet and not expensive.
1,great kindle fire .
1,great for my kids.
1,easy set up and user friendly.
1,great price for such great item.
1,great bang for your buck.
1,great tablet option on budget.
1,my wife loves this.
1,great tablet for kids.
1,good basic protection.
1,i use my kindle every day.
1,good buy for the money.
1,great tablet all around.
1,good tablet for great price.
1,great gift for electronically challenged adults.
1,excelent tablet for my child.
1,very easy to use.
1,great for bebinners into st century.
1,great for low price.
1,very easy to use.
1,great product for reader.
1,perfect reading device.
1,burned by fire.
1,great size for those lacking near sight.
1,gave as gift and they love it.
1,great budget tablet.
1,overall great sound  screen quality.
1,good for games and books.
1,i love this thing.
1,happy with amazon tablet.
1,powerful but not easy to use.
1,amazon fire tablet.
1,great for my dad.
1,great price and great gift.
0,too slow for browsing.
1,great beginner tablet.
1,easy to use.
1,great value for the price.
1,really decent tablet.
1,perfect christmas stocking stuffer.
1,library in .
1,good basic tablet.
1,fantastic for light internet access.
1,very competitive with ipad to the touch.
1,great tablet for the price and easy to operate.
1,good media consumption device.
1,this is great size for commuting.
1,my daughter loved it.
1,really good tablet for my granddaughter.
1,amazon kindle fire hd.
1,great xmas gift.
1,great performance for price.
1,nice small tablet.
1,great substitute for tablet. not just for readin.
1,easy to use.
1,overall good productbright color screen.
1,great tablet for beginners.
1,great price and value.
1,very good product.
1,good tablet for the price.
1,great book reader with lots of extra features.
1,great gift idea. .well worth it.
0,a good improvement over previous models.
1,great tablet. gave it as gift. happy redipient.
1,great little tablet.
1,awesome personal tablet.
1,gift for my granddaughter.
1,its perfect for my  year old.
1,easy and intuitive.
1,great gift for my mom.
1,i love this tablet.
1,upgraded from the original fire glad did.
1,bought as gift.
1,great ui experience.
1,sweet tablet for on budget.
1,some improvements over my earlier version.
1,quality product at great price.
1,ready to use feature is amazing.
1,great starter tablet.
1,the best tablet.
1,the perfect tablet.
1,great little tablet to have around.
1,great cable esp. for price.
0,good for wifi finatic kids.
1,great android tablet.
1,best budget tablet period.
1,i love this product and the fact that has an sd ca.
1,even better than the old kindle fire.
1,great for children.
1,good tablet for senior.
1,lost my  love my .
1,oh my lawd.
1,better than ever.
1,great device for young children who love to read.
1,great for games.
1,great tablet for the price.
1,great product little hard to set up for android.
1,great for kids.
1,great for non techies.
1,nice for the price.
1,mom loves it.
1,love love love it.
1,excellent tablet for the money.
1,good for price.
1,great book reader.
